,timestamp,observed,predicted,threshold,norm_threshold,alertable,baseline,model_relative_error
89,1771038000,931981458,957649768,810230298,920794900,False,780822536,0.027541653087265604
90,1771039800,916231041,896708508,760843338,862742216,False,780822536,0.021307434616810804
91,1771041600,905838854,874061624,657439814,819906172,False,780822536,0.03508044489334744
92,1771043400,919401250,869628594,633120854,810501659,False,780822536,0.05413594554064398
93,1771045200,969999375,891268377,624282397,824521882,False,780822536,0.08116602961728712
94,1771047000,1084995625,921367846,757530086,880408406,False,780822536,0.1508096210065363
95,1771048800,1234115416,1024503775,842280875,978948050,False,780822536,0.16984768059975355
96,1771050600,1468896562,1155535043,1093348487,1139988404,False,780822536,0.21333123591312483
97,1771052400,1758225520,1378738989,1247224119,1345860272,False,780822536,0.21583495785000323
98,1771054200,2119386979,1708691905,1523274595,1662337577,False,780822536,0.19378012513494827
99,1771056000,2423100833,2059891867,1855261757,2008734339,False,780822536,0.14989428465109195
100,1771057800,2680786458,2383500579,2220717329,2342804767,False,780822536,0.11089502414966318
101,1771059600,2827723437,2657082208,2509662738,2620227340,False,780822536,0.060345798590910785
102,1771061400,2910996666,2770910399,2635045229,2736944106,False,780822536,0.04812312863019954
103,1771063200,2976406250,2846751402,2630129592,2792595950,False,780822536,0.043560870764869544
104,1771065000,3039330625,2892945323,2656437583,2833818388,False,780822536,0.04816366498462141
105,1771066800,3062106770,2946731119,2679745139,2879984624,False,780822536,0.03767851994266026
106,1771068600,2989147500,2960765455,2796927695,2919806015,False,780822536,0.009495029937465448
107,1771070400,2969943437,2898587917,2716365017,2853032192,False,780822536,0.02402588517715262
108,1771072200,2977776562,2941881420,2879694864,2926334781,False,780822536,0.01205434365293389
109,1771074000,2979005729,2926711221,2795196351,2893832504,False,780822536,0.017554349590846324
110,1771075800,2886394791,2871961243,2686543933,2825606915,False,780822536,0.0050005453325390236
111,1771077600,2844128854,2781125911,2576495801,2729968384,False,780822536,0.02215192989986803
112,1771079400,2718378125,2685015789,2522232539,2644319977,False,780822536,0.01227288275062911
113,1771081200,2708502812,2636251292,2488831822,2599396425,False,780822536,0.026675815022192417
114,1771083000,2698675833,2587222628,2451357458,2553256336,False,780822536,0.04129921928270367
115,1771084800,2735038750,2547257714,2330635904,2493102261,False,780822536,0.06865754132368326
116,1771086600,2848454895,2582594780,2346087040,2523467845,False,780822536,0.09333485163015018
117,1771088400,2932852083,2687137678,2420151698,2620391183,False,780822536,0.08378001960080439
118,1771090200,3046752395,2781765994,2617928234,2740806554,False,780822536,0.0869733954865735
119,1771092000,3154412916,2930165871,2747942971,2884610146,False,780822536,0.07108994636135328
120,1771093800,3143021041,3047197860,2985011304,3031651221,False,780822536,0.03048760404400996
121,1771095600,3129614375,3082975114,2951460244,3050096397,False,780822536,0.014902558402263217
122,1771097400,3147611250,3080882756,2895465446,3034528429,False,780822536,0.02119972534727724
123,1771099200,3352990937,3103688062,2899057952,3052530535,False,780822536,0.07435238558176872
124,1771101000,3361141666,3338588681,3175805431,3297892868,False,780822536,0.006709918010340717
125,1771102800,3326480208,3338262215,3190842745,3301407348,False,780822536,0.0035418839924749672
126,1771104600,3244130625,3311132104,3175266934,3277165812,False,780822536,0.020653138466025855
127,1771106400,3141771354,3230908765,3014286955,3176753312,False,780822536,0.028371705307744046
128,1771108200,2906285729,3175873028,2939365288,3116746093,True,780822536,0.09276008078282107
129,1771110000,2620315729,2925004480,2658018500,2858257985,True,780822536,0.11627940390079611
130,1771111800,2291556041,2675450203,2511612443,2634490763,True,780822536,0.1675255394725038
131,1771113600,1935307604,2343954676,2161731776,2298398951,True,780822536,0.21115355055464352
132,1771115400,1675179375,1951036901,1888850345,1935490262,True,780822536,0.16467342549510555
133,1771117200,1452841666,1680391628,1548876758,1647512911,True,780822536,0.15662406119346525
134,1771119000,1285439375,1469613851,1284196541,1423259523,False,780822536,0.14327745017146373
135,1771120800,1143521666,1276069840,1071439730,1224912312,False,780822536,0.11591225417149202
136,1771122600,1042819479,1122257860,959474610,1081562048,False,780822536,0.07617654119404879
137,1771124400,966564166,1016480778,869061308,979625910,False,780822536,0.051643350494332316
138,1771126200,927090208,945176662,809311492,911210370,False,780822536,0.01950883942460969
139,1771128000,906936250,908236194,691614384,854080741,False,780822536,0.0014333355845022183
140,1771129800,913893645,885585412,649077672,826458477,False,780822536,0.030975412899386122
141,1771131600,931988333,895332027,628346047,828585532,False,780822536,0.03933129278776068
142,1771133400,1024353333,929890100,766052340,888930660,False,780822536,0.0922174311898295
143,1771135200,1136931979,1009570047,827347147,964014322,False,780822536,0.11202247307004459
144,1771137000,1322323645,1212460621,1150274065,1196913982,False,780822536,0.08308330900337187
145,1771138800,1576608125,1349449048,1217934178,1316570330,False,780822536,0.14408087425021993
146,1771140600,1928540416,1577574299,1392156989,1531219972,False,780822536,0.18198535746942832
147,1771142400,2263483854,1934646176,1730016066,1883488648,False,780822536,0.14527944496660855
148,1771144200,2561330833,2267806596,2105023346,2227110783,False,780822536,0.11459833037507498
149,1771146000,2767568750,2562439307,2415019837,2525584439,False,780822536,0.07411900535442886
150,1771147800,2927565000,2778210142,2642344972,2744243849,False,780822536,0.05101675214726231
151,1771149600,3051134375,2910277749,2693655939,2856122296,False,780822536,0.04616533023066216
152,1771151400,3134977604,2993418271,2756910531,2934291336,False,780822536,0.04515481476466714
153,1771153200,3173665416,3054368795,2787382815,2987622300,False,780822536,0.03758953933787959
154,1771155000,3096096875,3072416714,2908578954,3031457274,False,780822536,0.007648391492917999
155,1771156800,3038721041,2988097029,2805874129,2942541304,False,780822536,0.01665964440860302
156,1771158600,3019090520,2978879754,2916693198,2963333115,False,780822536,0.013318834176591698
157,1771160400,3030918020,2945248185,2813733315,2912369468,False,780822536,0.028265309201599587
158,1771162200,2931376250,2924083596,2738666286,2877729268,False,780822536,0.0024877918690922054
159,1771164000,2900756354,2866365735,2661735625,2815208208,False,780822536,0.011855742021413495
160,1771165800,2912369166,2800212146,2637428896,2759516333,False,780822536,0.038510578023335656
161,1771167600,2947647604,2772832931,2625413461,2735978064,False,780822536,0.05930650351920426
162,1771169400,2877067708,2771164133,2635298963,2737197840,False,780822536,0.03680955255433287
163,1771171200,2948577187,2744067314,2527445504,2689911862,False,780822536,0.06935883310149207
164,1771173000,3062843437,2802526954,2566019214,2743400019,False,780822536,0.08499176936545451
165,1771174800,3125007291,2914841802,2647855822,2848095307,False,780822536,0.06725279957114827
166,1771176600,3246949166,3037329463,2873491703,2996370023,False,780822536,0.06455897283363875
167,1771178400,3324979166,3216668894,3034445994,3171113169,False,780822536,0.03257472200353631
168,1771180200,3301918125,3320922686,3258736130,3305376047,False,780822536,0.0057556124290634855
169,1771182000,3361235833,3304043703,3172528833,3271164985,False,780822536,0.017015208941454838
